,T0,T1,T2,E_0
T0,-0.67,-0.9,0.17,0.21
T1,-0.16,-2.0,-0.0,-0.11
T2,0.17,1.01,-2.24,0.23
E_0,0.0,-0.0,0.0,-2.55
