,T0,T1,T2,C_2
T0,-0.65,-0.99,0.19,-0.06
T1,-0.1,-2.02,0.0,0.0
T2,0.2,1.0,-2.23,0.0
C_2,-0.53,0.04,-0.0,-1.56
