,T0,T1,T2,E_1
T0,-0.7,-0.93,0.26,0.49
T1,-0.17,-2.0,-0.0,-0.01
T2,0.01,1.0,-2.24,0.68
E_1,-0.0,-0.0,0.0,-2.34
