,T0,T1,T2,A_0
T0,-0.68,-0.71,0.38,-0.17
T1,-0.31,-1.96,-0.0,-0.17
T2,0.0,1.06,-2.13,-1.2
A_0,-0.07,-1.18,-0.12,-2.45
