,T0,T1,T2,C_1
T0,-0.61,-0.68,0.44,-1.2
T1,-0.28,-1.96,0.0,-0.1
T2,-0.0,1.05,-2.18,0.01
C_1,-0.17,-0.01,-0.18,-1.87
