,T0,T1,T2,C_1
T0,-0.56,-0.63,0.29,-0.01
T1,-0.36,-1.93,0.0,0.0
T2,0.0,0.32,-1.94,-0.0
C_1,-0.36,0.0,-0.0,-1.78
