,T0,T1,T2,A_1
T0,-0.56,-1.08,0.34,0.26
T1,-0.02,-1.98,0.0,-0.88
T2,0.0,0.28,-1.9,-0.41
A_1,-0.0,-0.0,-0.38,-2.15
