,T0,T1,T2,A_0
T0,-0.54,-0.58,-0.72,0.57
T1,-0.28,-1.91,0.0,-0.67
T2,0.78,0.25,-2.17,-1.46
A_0,-0.53,-0.76,0.0,-2.17
