,T0,T1,T2,E_1
T0,-0.84,-0.37,0.0,-0.02
T1,-0.47,-1.95,0.0,-0.26
T2,0.13,0.66,-2.22,0.27
E_1,-0.0,-0.2,0.0,-2.46
