,T0,T1,T2,B_2
T0,-0.84,-0.15,0.0,-0.09
T1,-0.81,-1.98,0.0,0.46
T2,0.13,0.66,-2.18,-0.07
B_2,-0.0,-0.0,-0.28,-1.56
