,T0,T1,T2,C_3
T0,-0.81,-1.03,-0.34,0.09
T1,-0.0,-2.08,0.0,0.0
T2,0.42,0.56,-2.27,-0.0
C_3,-0.95,0.14,0.05,-0.24
