,T0,T1,T2,A_0
T0,-0.84,-0.37,0.01,-0.0
T1,-0.45,-1.94,0.0,-0.56
T2,0.17,0.66,-2.17,-0.47
A_0,-0.0,-0.24,-0.7,-2.37
