,T0,T1,T2,C_0
T0,-0.81,-0.34,0.0,-0.23
T1,-0.48,-1.97,0.0,0.01
T2,0.17,0.66,-2.19,-0.12
C_0,-0.74,0.0,-0.0,-1.54
