,T0,T1,T2,A_0
T0,-0.58,-1.32,0.01,0.06
T1,-0.4,-2.11,-0.0,-0.0
T2,-0.0,1.25,-2.04,-0.53
A_0,0.01,-0.0,-0.55,-2.03
