,T0,T1,T2,B_0
T0,-0.58,-1.53,0.01,-0.01
T1,-0.31,-2.14,-0.0,0.0
T2,-0.0,1.2,-2.08,0.0
B_0,-0.08,0.09,0.0,-1.85
