,T0,T1,T2,B_1
T0,-0.72,-2.16,0.12,0.35
T1,-0.16,-2.17,-0.0,-0.01
T2,-0.03,1.23,-2.08,-0.0
B_1,-0.51,0.62,-0.07,0.12
