,T0,T1,T2,C_2
T0,-0.58,-1.59,0.07,-0.0
T1,-0.29,-2.14,-0.0,0.0
T2,-0.0,1.21,-2.08,-0.0
C_2,-0.27,0.0,-0.01,-1.71
