,T0,T1,T2,C_0
T0,-0.58,-1.28,0.0,0.01
T1,-0.41,-2.11,-0.0,-0.02
T2,-0.0,1.23,-2.07,-0.1
C_0,0.0,-0.13,-0.31,-1.83
