,T0,T1,T2,B_0
T0,-0.78,-0.65,-0.0,0.0
T1,-0.07,-1.88,0.0,0.0
T2,0.75,0.39,-2.26,-0.73
B_0,-0.0,0.02,-0.07,-1.88
