,T0,T1,T2,A_1
T0,-0.81,-0.26,0.0,-0.0
T1,-0.33,-1.77,0.0,-0.64
T2,0.67,0.47,-2.3,-0.19
A_1,-0.6,-0.34,-0.01,-2.05
