,T0,T1,T2,C_1
T0,-0.78,-0.3,0.0,-0.37
T1,-0.29,-1.83,0.0,0.0
T2,0.69,0.41,-2.31,-0.07
C_1,-0.64,0.0,-0.05,-1.95
