,T0,T1,T2,E_2
T0,-0.79,-0.58,0.0,-0.05
T1,-0.11,-1.9,0.0,0.23
T2,0.7,0.32,-2.31,-0.0
E_2,-0.02,0.0,-0.0,-2.09
