,T0,T1,T2,E_3
T0,-0.82,-0.19,0.0,0.03
T1,-0.42,-1.8,0.0,-0.0
T2,0.64,0.43,-2.3,-0.0
E_3,0.0,-0.0,-0.0,-1.92
