,T0,T1,T2,C_2
T0,-0.77,-0.79,-0.0,-0.0
T1,-0.0,-1.9,0.0,-0.0
T2,0.72,0.31,-2.31,-0.05
C_2,-1.16,0.11,-0.0,-1.55
