,T0,T1,T2,C_0
T0,-0.77,-0.43,0.0,-0.29
T1,-0.18,-1.87,0.0,0.12
T2,0.69,0.35,-2.31,-0.0
C_0,-0.53,0.0,0.0,-1.65
