,T0,T1,T2,B_2
T0,-0.78,-0.71,-0.0,-0.01
T1,-0.02,-1.9,0.0,0.0
T2,0.7,0.32,-2.31,0.0
B_2,-0.35,0.23,0.0,-1.53
