,T0,T1,T2,E_0
T0,-0.65,-1.18,-0.0,-0.48
T1,-0.69,-2.07,0.76,-0.26
T2,0.04,1.23,-2.09,0.76
E_0,0.13,-0.1,0.0,-2.39
