,T0,T1,T2,B_0
T0,-0.67,-1.14,-0.01,-0.0
T1,-0.74,-2.08,0.75,0.01
T2,0.09,1.28,-1.99,-0.52
B_0,-0.0,0.1,-0.0,-1.87
