,T0,T1,T2,E_1
T0,-0.67,-0.93,0.01,-0.27
T1,-0.8,-1.97,0.0,-0.05
T2,0.03,1.59,-2.09,-0.18
E_1,-0.18,-0.4,-0.0,-2.57
