,T0,T1,T2,C_2
T0,-0.65,-1.25,-0.0,-0.21
T1,-0.66,-2.1,0.7,0.07
T2,0.08,1.26,-2.03,-0.05
C_2,-0.37,-0.31,0.26,-1.72
