,T0,T1,T2,C_3
T0,-0.64,-0.9,-0.05,-0.14
T1,-0.8,-1.98,0.01,-0.01
T2,0.05,1.56,-2.16,0.15
C_3,-0.0,-0.01,-0.51,-0.39
