,T0,T1,T2,A_0
T0,-0.7,-1.04,0.0,0.32
T1,-0.83,-2.07,0.77,-0.03
T2,0.08,1.26,-1.98,-0.88
A_0,-0.23,-0.78,-0.15,-2.21
