,T0,T1,T2,C_1
T0,-0.65,-1.08,-0.17,-0.16
T1,-0.65,-2.02,-0.01,0.17
T2,0.2,1.6,-2.14,-0.16
C_1,-0.59,-0.0,0.31,-1.76
