,T0,T1,T2,A_1
T0,-0.73,-0.42,0.0,0.23
T1,0.41,-2.04,-0.04,-0.19
T2,0.5,-0.0,-2.04,-0.72
A_1,-0.24,0.0,-0.12,-2.09
