,T0,T1,T2,C_2
T0,-0.74,0.01,-0.05,0.0
T1,0.07,-1.95,0.09,-0.0
T2,0.5,-0.03,-2.04,-0.52
C_2,-1.06,0.22,0.31,-1.62
