,T0,T1,T2,B_2
T0,-0.8,-0.23,-0.08,0.59
T1,0.19,-1.98,0.0,-0.01
T2,0.48,-0.0,-2.06,-0.2
B_2,-0.97,0.54,0.1,-1.56
