,T0,T1,T2,C_2
T0,-0.77,-0.25,-0.0,-0.64
T1,-0.84,-1.92,0.73,0.0
T2,0.06,-0.0,-2.06,-0.0
C_2,-0.34,0.14,-0.08,-1.69
