,T0,T1,T2,B_2
T0,-0.79,-0.9,0.05,-0.04
T1,-0.28,-2.0,0.0,0.39
T2,0.01,0.58,-2.12,-0.0
B_2,-0.01,0.03,-0.3,-1.58
