,T0,T1,T2,B_0
T0,-0.79,-1.19,-0.0,0.08
T1,-0.09,-1.99,0.01,-0.0
T2,0.08,0.6,-2.12,-0.16
B_0,-0.18,0.32,-0.12,-1.67
