,T0,T1,T2,C_3
T0,-0.83,-0.2,-0.2,0.02
T1,-0.98,-1.88,0.64,-0.0
T2,0.15,0.15,-2.11,0.0
C_3,-0.64,0.19,0.02,-0.25
