,T0,T1,T2,A_0
T0,-0.8,-0.89,0.08,-0.0
T1,-0.21,-1.92,0.0,-0.54
T2,0.0,0.62,-2.09,-0.54
A_0,-0.06,-0.04,-0.78,-2.35
