,T0,T1,T2,E_0
T0,-0.8,-0.87,0.02,0.13
T1,-0.25,-1.94,0.0,-0.02
T2,0.0,0.6,-2.14,0.29
E_0,0.0,-0.36,-0.0,-2.54
