,T0,T1,T2,A_1
T0,-0.84,-0.16,0.0,-0.0
T1,-1.12,-1.88,0.78,-0.0
T2,0.0,0.0,-2.02,-0.36
A_1,0.08,-0.48,-0.56,-2.16
