,T0,T1,T2,E_3
T0,-0.81,-0.78,-0.0,0.07
T1,-0.3,-1.92,0.0,-0.13
T2,-0.0,0.6,-2.17,0.3
E_3,0.0,-0.34,0.0,-1.81
