,T0,T1,T2,C_2
T0,-0.81,-0.12,-0.0,-0.67
T1,-0.37,-1.91,0.0,0.0
T2,-0.0,0.0,-2.16,0.09
C_2,-0.0,-0.0,0.0,-1.92
