,T0,T1,T2,E_3
T0,-0.89,-0.45,-0.01,0.53
T1,-0.03,-1.94,0.0,-0.64
T2,-0.0,0.01,-2.15,0.0
E_3,0.0,-0.31,0.0,-1.92
