,T0,T1,T2,C_0
T0,-0.84,-0.3,-0.0,-0.17
T1,-0.19,-1.94,0.0,-0.16
T2,-0.0,0.0,-2.15,0.0
C_0,-0.33,-0.35,-0.0,-1.71
