,T0,T1,T2,B_2
T0,-0.84,-0.43,-0.0,0.01
T1,-0.12,-1.98,0.0,0.06
T2,-0.0,0.0,-2.1,-0.47
B_2,0.04,0.01,-0.42,-1.67
