,T0,T1,T2,A_1
T0,-0.84,-0.41,-0.0,-0.01
T1,-0.13,-1.96,0.0,-0.14
T2,-0.0,0.0,-2.14,-0.19
A_1,-0.24,-0.13,-0.19,-2.05
