,T0,T1,T2,C_3
T0,-0.66,-0.63,0.01,-0.21
T1,-0.01,-2.12,0.0,0.12
T2,0.16,0.27,-2.2,-0.0
C_3,-0.47,0.0,-0.19,-0.34
