,T0,T1,T2,A_1
T0,-0.74,-0.64,0.17,-0.0
T1,-0.0,-2.04,0.0,-0.48
T2,0.0,0.35,-2.11,-0.67
A_1,-0.03,-0.03,-0.9,-2.14
