,T0,T1,T2,A_0
T0,-0.75,-0.43,0.13,-0.0
T1,-0.15,-2.02,0.0,-0.34
T2,0.0,0.36,-2.15,-0.18
A_0,-0.12,-0.76,-0.32,-2.4
