,T0,T1,T2,C_0
T0,-0.71,-0.69,0.0,-0.09
T1,-0.0,-2.1,0.0,0.18
T2,0.15,0.33,-2.16,-0.38
C_0,-0.74,0.01,-0.01,-1.55
