,T0,T1,T2,E_3
T0,-0.92,-0.66,-0.2,0.35
T1,-0.49,-2.0,0.0,-0.23
T2,-0.0,0.03,-2.2,0.0
E_3,0.0,-0.01,0.31,-1.92
