,T0,T1,T2,C_1
T0,-0.86,-0.74,-0.02,-0.3
T1,-0.4,-2.04,0.0,0.0
T2,-0.09,0.0,-2.17,-0.01
C_1,-0.25,0.36,-0.04,-1.78
