,T0,T1,T2,B_0
T0,-0.89,-0.79,-0.01,-0.0
T1,-0.43,-2.07,0.01,0.22
T2,-0.11,0.0,-2.15,-0.18
B_0,-0.08,0.1,-0.23,-1.61
