,T0,T1,T2,A_1
T0,-0.89,-0.53,-0.15,-0.0
T1,-0.62,-2.0,0.0,-0.0
T2,-0.0,0.05,-2.17,-0.55
A_1,-0.66,-0.35,-0.0,-2.1
