,T0,T1,T2,C_2
T0,-0.87,-0.66,-0.06,-0.16
T1,-0.49,-2.03,0.0,0.08
T2,-0.06,0.0,-2.18,0.0
C_2,-0.0,0.17,0.23,-1.55
