,T0,T1,T2,C_0
T0,-0.83,-0.97,-0.05,-0.47
T1,-0.25,-2.09,-0.0,0.15
T2,-0.03,-0.0,-2.17,-0.12
C_0,-0.0,0.0,-0.05,-1.7
