,T0,T1,T2,B_2
T0,-0.89,-0.69,-0.0,0.01
T1,-0.55,-2.08,0.02,0.46
T2,-0.11,0.0,-2.14,-0.28
B_2,0.03,0.0,-0.08,-1.69
