,T0,T1,T2,E_2
T0,-0.88,-0.61,-0.09,-0.13
T1,-0.53,-2.0,0.0,-0.16
T2,-0.05,0.01,-2.19,-0.01
E_2,-0.36,-0.46,-0.03,-2.21
