,T0,T1,T2,B_1
T0,-0.57,-0.59,0.0,-0.47
T1,-0.54,-1.91,0.0,0.41
T2,0.41,0.62,-1.99,-0.32
B_1,-0.04,0.0,-0.48,0.07
