,T0,T1,T2,A_0
T0,-0.74,-0.28,0.0,-0.48
T1,-0.99,-1.64,0.0,-0.0
T2,0.26,0.69,-2.08,-0.32
A_0,-0.01,-0.05,-0.49,-2.26
