,T0,T1,T2,E_1
T0,-0.76,-0.36,0.0,-0.0
T1,-0.87,-1.65,0.0,-0.14
T2,0.25,0.68,-2.14,0.5
E_1,-0.0,-0.33,0.0,-2.38
